,Unnamed: 0,id,x,y,z,first_timestamp,last_timestamp,latitude,longitude,first_unix_timestamp,last_unix_timestamp,x_3011,y_3011,xy_3011,nearby_parking_ids,closest_parking_id,all_close_parking_id,closest_parking_geom
8,8,31,1063.1616,274.3666,31.577951,623081999074153,623083163332620,59.30790804978032,18.027584401205537,1682337119.791125,1682337120.9553835,151571.24409353055,6576969.686092908,"[151571.24409353055, 6576969.686092908]","[7678, 13843]",13843,"{7678: [15.120528536130461], 13843: [6.637441718461267]}","[[151574.473349, 6576963.887167], [151589.196784, 6576952.894341]]"
9,9,33,1068.8466,270.84064,31.303724,623082996993349,623083995029026,59.30787638422826,18.02768418832258,1682337120.789044,1682337121.7870798,151576.92956560163,6576966.160893947,"[151576.92956560163, 6576966.160893947]","[7407, 7678, 7678, 13843, 13843]",13843,"[{7407: [19.262083874226448], 7678: [13.786552947224223], 13843: [3.2914025627824763]}]","[[151574.473349, 6576963.887167], [151589.196784, 6576952.894341]]"
10,10,34,1072.9042,267.79724,31.32184,623083329671891,623084826725484,59.30784905449237,18.02775540744277,1682337121.1217227,1682337122.6187763,151580.98757305922,6576963.118037125,"[151580.98757305922, 6576963.118037125]","[7407, 7678, 7678, 13843, 13843]",13843,"[{7407: [16.115616206180793], 7678: [13.75691114618603], 13843: [3.280935073365533]}]","[[151574.473349, 6576963.887167], [151589.196784, 6576952.894341]]"
11,11,35,1066.7552,262.20648,31.614662,623083662350484,623085492082620,59.30779888389875,18.02764742961538,1682337121.4544013,1682337123.2841334,151574.8393214606,6576957.5264539,"[151574.8393214606, 6576957.5264539]","[7407, 7678, 7678, 13843, 13843]",13843,"[{7407: [11.447294796960579], 7678: [5.598099715571083], 13843: [4.877876358876037]}]","[[151574.473349, 6576963.887167], [151589.196784, 6576952.894341]]"
12,12,38,1090.1403,250.3974,31.119736,623087987171891,623089484107214,59.30769281857222,18.028057912177275,1682337125.7792227,1682337127.276158,151598.22600254626,6576945.720504424,"[151598.22600254626, 6576945.720504424]","[7407, 7407, 7678, 13843]",7407,"[{7407: [10.183149332229677], 7678: [19.16580298884374], 13843: [11.532160195994614]}]","[[151579.500604, 6576947.071168], [151591.267397, 6576938.285833]]"
13,13,37,1102.4564,248.73358,30.400347,623087987171891,623089816904026,59.3076778511496,18.028274120939265,1682337125.7792227,1682337127.608955,151610.5423253821,6576944.058333193,"[151610.5423253821, 6576944.058333193]",[622],622,,"[[151643.514, 6576923.779663], [151627.047, 6576935.407336]]"
14,14,39,1099.1796,247.21672,30.855673,623089650446485,623090316038424,59.3076642433984,18.02821658687018,1682337127.4424973,1682337128.1080892,151607.26572842125,6576942.5410345085,"[151607.26572842125, 6576942.5410345085]",[7407],7407,,"[[151579.500604, 6576947.071168], [151591.267397, 6576938.285833]]"
15,15,41,1094.1848,234.12158,30.734688,623093208168798,623093707186663,59.30754670619687,18.02812883366233,1682337131.0002196,1682337131.4992375,151602.27268145396,6576929.445225745,"[151602.27268145396, 6576929.445225745]","[7407, 11735, 11735, 11735, 11735]",11735,"[{7407: [14.116395522438602], 11735: [12.01571378548534]}]","[[151553.566522, 6576882.61682], [151557.343824, 6576885.347901], [151595.48918, 6576912.508762], [151595.762086, 6576912.716728], [151596.020949, 6576912.941932], [151600.93422, 6576917.504292]]"
16,16,44,1084.5577,214.5193,29.78731,623093906793798,623096072041914,59.30737076868636,18.027959725967904,1682337131.698845,1682337133.8640928,151592.64820557073,6576909.841656796,"[151592.64820557073, 6576909.841656796]","[10765, 11735, 11735, 11735, 11735]",11735,"[{10765: [13.132510374150968], 11735: [1.2559022311443098]}]","[[151553.566522, 6576882.61682], [151557.343824, 6576885.347901], [151595.48918, 6576912.508762], [151595.762086, 6576912.716728], [151596.020949, 6576912.941932], [151600.93422, 6576917.504292]]"
17,17,49,1078.9188,212.33563,29.812338,623096072041914,623097402756184,59.30735118112652,18.02786072140253,1682337133.8640928,1682337135.194807,151587.00959785873,6576907.657231888,"[151587.00959785873, 6576907.657231888]","[10765, 11735, 11735, 11735, 11735]",11735,"[{10765: [9.807975701845766], 11735: [0.32912920972213583]}]","[[151553.566522, 6576882.61682], [151557.343824, 6576885.347901], [151595.48918, 6576912.508762], [151595.762086, 6576912.716728], [151596.020949, 6576912.941932], [151600.93422, 6576917.504292]]"
18,18,54,1074.4148,208.53639,29.499178,623097735434726,623098234452591,59.30731708824273,18.027781632627807,1682337135.5274856,1682337136.026503,151582.50610643462,6576903.857388903,"[151582.50610643462, 6576903.857388903]","[10765, 11735, 11735, 11735]",11735,"[{10765: [10.24959822062373], 11735: [0.05970009680337405]}]","[[151553.566522, 6576882.61682], [151557.343824, 6576885.347901], [151595.48918, 6576912.508762], [151595.762086, 6576912.716728], [151596.020949, 6576912.941932], [151600.93422, 6576917.504292]]"
19,19,55,1071.2644,213.82722,29.578524,623097901774049,623098400791914,59.30736459003405,18.027726352107607,1682337135.693825,1682337136.1928427,151579.35499811912,6576909.1477971915,"[151579.35499811912, 6576909.1477971915]","[10765, 11735, 11735, 11735]",10765,"[{10765: [4.112316414805056], 11735: [6.068732077312273]}]","[[151556.066785, 6576897.614023], [151580.609833, 6576915.089553]]"
20,20,56,1068.3214,202.52234,29.358837,623098400791914,623098899809726,59.30726311781047,18.02767463043867,1682337136.1928427,1682337136.691861,151576.41351149877,6576897.842523122,"[151576.41351149877, 6576897.842523122]","[8752, 10765]",10765,"[{8752: [19.44826817340102], 10765: [11.615453150396327]}]","[[151556.066785, 6576897.614023], [151580.609833, 6576915.089553]]"
21,21,57,1063.275,208.5481,29.554638,623098733470455,623099565166914,59.30731722152024,18.02758606831594,1682337136.5255213,1682337137.3572178,151571.36630478324,6576903.867607598,"[151571.36630478324, 6576903.867607598]","[8752, 10765, 10765]",10765,"[{8752: [15.487389076036267], 10765: [3.7799220267812883]}]","[[151556.066785, 6576897.614023], [151580.609833, 6576915.089553]]"
22,22,61,1058.2113,204.84306,29.291624,623099066149049,623100263791914,59.30728397546885,18.02749715457196,1682337136.8581998,1682337138.0558426,151566.30310074514,6576900.161889687,"[151566.30310074514, 6576900.161889687]","[8752, 8752, 10765, 11735]",10765,"[{8752: [9.546863951196839], 10765: [3.861817882660695], 11735: [6.573687507859563]}]","[[151556.066785, 6576897.614023], [151580.609833, 6576915.089553]]"
23,23,67,978.472,170.2975,28.683186,623111076054075,623111774679075,59.30697406496958,18.02609713908012,1682337148.868105,1682337149.56673,151486.56842485446,6576865.605654646,"[151486.56842485446, 6576865.605654646]","[1008, 12567, 12586, 12586, 12586]",1008,"[{1008: [3.570053125190696], 12567: [15.775885316625263], 12586: [7.415073826355626]}]","[[151453.305, 6576855.646], [151485.32, 6576862.261]]"
24,24,68,937.2585,126.50928,27.587645,623120988767944,623123184796113,59.30658108786348,18.02537343437029,1682337158.7808187,1682337160.976847,151445.36078656538,6576821.811917094,"[151445.36078656538, 6576821.811917094]","[1258, 1258, 1287, 1287]",1258,"[{1258: [4.77946628453701], 1287: [4.77946628453701]}]","[[151445.122495, 6576840.069092], [151452.675768, 6576812.047152], [151457.44714, 6576796.867479]]"
25,25,69,941.3893,109.60709,27.830456,623124182831842,623125946028249,59.30642935404207,18.025445877324834,1682337161.9748826,1682337163.738079,151449.4938492933,6576804.910279985,"[151449.4938492933, 6576804.910279985]","[1258, 1258, 1287, 1287]",1258,"[{1258: [5.441715563863788], 1287: [5.441715563863788]}]","[[151445.122495, 6576840.069092], [151452.675768, 6576812.047152], [151457.44714, 6576796.867479]]"
26,26,70,945.7718,99.94826,27.707733,623125946028249,623126944063978,59.306342640552266,18.02552276989513,1682337163.738079,1682337164.7361147,151453.8776423495,6576795.252036615,"[151453.8776423495, 6576795.252036615]","[1258, 1258, 1287, 1287]",1258,"[{1258: [3.9180310841287995], 1287: [3.9180310841287995]}]","[[151445.122495, 6576840.069092], [151452.675768, 6576812.047152], [151457.44714, 6576796.867479]]"
27,27,71,986.6359,88.59087,25.477976,623178941724707,623180605452036,59.30624059612277,18.026240085834136,1682337216.7337756,1682337218.397503,151494.74326301995,6576783.900117023,"[151494.74326301995, 6576783.900117023]","[13154, 13154, 13154]",13154,[{13154: [3.7692156915060813]}],"[[151481.426192, 6576785.138959], [151489.072431, 6576786.525844], [151500.901844, 6576788.943729]]"
28,28,72,992.9006,88.02343,25.727575,623180272663598,623181936166306,59.30623548776097,18.026350059475995,1682337218.0647144,1682337219.7282171,151501.00803902428,6576783.333515677,"[151501.00803902428, 6576783.333515677]","[13154, 13154, 13154]",13154,[{13154: [5.526486109020752]}],"[[151481.426192, 6576785.138959], [151489.072431, 6576786.525844], [151500.901844, 6576788.943729]]"
29,29,76,1006.89624,122.27741,25.364702,623188224214804,623189554929075,59.306542939847766,18.02659591117054,1682337226.0162656,1682337227.34698,151514.99909352796,6576817.589369504,"[151514.99909352796, 6576817.589369504]","[12567, 12567, 12570, 12570, 12570, 13797, 13797]",12570,"[{12567: [9.413814443027018], 12570: [0.2240264374096855], 13797: [0.31642343529866523]}]","[[151518.41825, 6576802.051364], [151512.496109, 6576831.791036], [151512.483778, 6576831.850915], [151507.185811, 6576856.755046]]"
30,30,81,998.6953,128.54749,25.377003,623189554929075,623190552964804,59.30659924346251,18.02645197208841,1682337227.34698,1682337228.3450155,151506.7973140944,6576823.858351681,"[151506.7973140944, 6576823.858351681]","[12567, 12570, 12570, 13797, 13797]",12567,"[{12567: [2.642821006598943], 12570: [6.997270008220721], 13797: [7.76405117989638]}]","[[151508.398335, 6576802.951537], [151503.037112, 6576829.874407], [151497.793908, 6576854.521112]]"
31,31,80,1004.5018,132.614,25.368097,623189388589804,623190885643346,59.30663573324775,18.02655392464245,1682337227.1806407,1682337228.677694,151512.60326974685,6576827.92563903,"[151512.60326974685, 6576827.92563903]","[12567, 12570, 12570, 13797, 13797]",12570,"[{12567: [9.149013500866923], 12570: [0.4918905925374448], 13797: [5.949613775162612]}]","[[151518.41825, 6576802.051364], [151512.496109, 6576831.791036], [151512.483778, 6576831.850915], [151507.185811, 6576856.755046]]"
32,32,82,996.1665,136.05025,25.289686,623190386625534,623191218321940,59.3066665988996,18.02640761333284,1682337228.1786764,1682337229.0103729,151504.26750967835,6576831.360773202,"[151504.26750967835, 6576831.360773202]","[12567, 12570, 12570, 13797, 13797]",12567,"[{12567: [1.6759945657006456], 12570: [7.966365803944471], 13797: [13.620101101972548]}]","[[151508.398335, 6576802.951537], [151503.037112, 6576829.874407], [151497.793908, 6576854.521112]]"
33,33,83,1051.7136,171.79126,26.506483,623204859358919,623206522918922,59.30698729805403,18.02738292375231,1682337242.65141,1682337244.3149698,151559.80982538481,6576867.109219589,"[151559.80982538481, 6576867.109219589]","[11735, 11735, 12533]",12533,"[{11735: [16.7171919788302], 12533: [13.934507892905428]}]","[[151557.386124, 6576853.387114], [151577.922814, 6576836.96298]]"
34,34,84,1051.852,162.47478,26.76899,623206023901057,623207687293922,59.30690366715625,18.027385308078447,1682337243.8159518,1682337245.4793448,151559.94947259277,6576857.792758048,"[151559.94947259277, 6576857.792758048]",[12533],12533,,"[[151557.386124, 6576853.387114], [151577.922814, 6576836.96298]]"
35,35,85,1055.2087,161.02586,26.769756,623207188276057,623208352651057,59.306890652379735,18.02744422872116,1682337244.980327,1682337246.144702,151563.30636658554,6576856.344287403,"[151563.30636658554, 6576856.344287403]",[12533],12533,,"[[151557.386124, 6576853.387114], [151577.922814, 6576836.96298]]"
36,36,92,1103.5825,154.03319,26.51197,623217466962804,623221293420221,59.30682775830497,18.02829340695008,1682337255.2590137,1682337259.0854712,151611.68110307108,6576849.358093193,"[151611.68110307108, 6576849.358093193]","[11286, 11286, 13305, 13305]",13305,"[{11286: [15.199276225608957], 13305: [1.3587868190188364]}]","[[151606.836454, 6576846.746585], [151617.153571, 6576856.240388]]"
37,37,94,1111.6016,163.06848,26.583567,623221127080951,623223456091107,59.306908843714936,18.02843423041265,1682337258.9191318,1682337261.248142,151619.6989935726,6576858.394456791,"[151619.6989935726, 6576858.394456791]","[11286, 11286, 11286, 13305, 13305]",11286,"[{11286: [3.1511753669446914], 13305: [3.3345447105556545]}]","[[151621.384147, 6576861.057193], [151622.816938, 6576862.375646], [151630.996335, 6576870.155519]]"
38,38,97,1128.7722,183.93657,26.034616,623224886523479,623226749523479,59.30709612325283,18.028735773619587,1682337262.6785743,1682337264.5415742,151636.8668000781,6576879.264845609,"[151636.8668000781, 6576879.264845609]","[11286, 11476, 11476]",11476,"[{11286: [10.837074858703188], 11476: [2.821775913755739]}]","[[151636.652016, 6576875.1662], [151646.745914, 6576884.767059]]"
39,39,98,1131.3009,184.4057,26.521719,623226416844937,623227747384492,59.30710032769868,18.02878016829066,1682337264.2088957,1682337265.5394354,151639.395437296,6576879.7343141325,"[151639.395437296, 6576879.7343141325]","[11286, 11476, 11476]",11476,"[{11286: [12.739632473664011], 11476: [1.4192348362644243]}]","[[151636.652016, 6576875.1662], [151646.745914, 6576884.767059]]"
40,40,99,1166.8319,223.91736,25.504992,623237062472495,623239723987802,59.30745491249507,18.02940414079521,1682337274.8545234,1682337277.516039,151674.9211481133,6576919.250731056,"[151674.9211481133, 6576919.250731056]","[1214, 2677, 2678]",1214,"[{1214: [1.9740866155332], 2677: [13.93979345517156], 2678: [13.93979345517156]}]","[[151681.200092, 6576917.469286], [151657.173907, 6576933.338713]]"
41,41,100,1166.6097,223.9935,26.082806,623241387380667,623243050773479,59.30745559658845,18.02940024036601,1682337279.1794314,1682337280.8428242,151674.69893791844,6576919.3268413115,"[151674.69893791844, 6576919.3268413115]","[1214, 2677, 2678]",1214,"[{1214: [2.0330470754616923], 2677: [13.880832992758519], 2678: [13.880832992758519]}]","[[151681.200092, 6576917.469286], [151657.173907, 6576933.338713]]"
42,42,107,1154.2101,223.98001,26.49226,623244281853835,623245113550294,59.30745550952528,18.029182558666765,1682337282.0739048,1682337282.905601,151662.2993396172,6576919.311691356,"[151662.2993396172, 6576919.311691356]","[622, 1214, 1214, 2677, 2677, 2678, 2678]",2677,"[{622: [19.30936962068851], 1214: [8.879553173545634], 2677: [7.034326794073291], 2678: [7.034326794073291]}]","[[151668.218049, 6576906.972106], [151646.531951, 6576921.295893]]"
43,43,112,1145.2883,227.27551,26.29738,623245113550294,623246643255407,59.30748511625396,18.029025949141936,1682337282.905601,1682337284.4353063,151653.37709836656,6576922.6059970055,"[151653.37709836656, 6576922.6059970055]","[622, 1214, 2677, 2678]",2677,"[{622: [9.932683487146043], 1214: [11.048101823538005], 2677: [4.865778054296937], 2678: [4.865778054296937]}]","[[151668.218049, 6576906.972106], [151646.531951, 6576921.295893]]"
44,44,117,1145.385,238.6718,25.9586,623246310668806,623246975745833,59.30758741621101,18.029027707142,1682337284.1027195,1682337284.7677968,151653.47227272484,6576934.002300045,"[151653.47227272484, 6576934.002300045]","[622, 1214, 2677, 2678]",1214,"[{622: [14.271282486879315], 1214: [3.760644103655004], 2677: [14.478288767591703], 2678: [14.478288767591703]}]","[[151681.200092, 6576917.469286], [151657.173907, 6576933.338713]]"
45,45,118,1138.0823,232.30632,26.31306,623246809501315,623248638643346,59.30753029540605,18.028899470321463,1682337284.6015522,1682337286.430694,151646.17042482228,6576927.635842368,"[151646.17042482228, 6576927.635842368]","[622, 1214, 2677, 2678]",622,"[{622: [4.682281634017128], 1214: [12.3935206247376], 2677: [6.3502487479238905], 2678: [6.3502487479238905]}]","[[151643.514, 6576923.779663], [151627.047, 6576935.407336]]"
46,46,121,1125.1168,238.39833,26.11704,623248638643346,623249969254131,59.30758501579506,18.02867188522125,1682337286.430694,1682337287.7613049,151633.2041091657,6576933.7261167,"[151633.2041091657, 6576933.7261167]","[622, 622, 2677, 2678]",622,"[{622: [2.178149540279525], 2677: [18.224758686577136], 2678: [18.224758686577136]}]","[[151643.514, 6576923.779663], [151627.047, 6576935.407336]]"
47,47,119,1132.6614,243.91083,26.58331,623247141988991,623250468271944,59.30763447929428,18.02880436410476,1682337284.9340398,1682337288.2603228,151640.7479712589,6576939.239626759,"[151640.7479712589, 6576939.239626759]","[622, 622, 1214, 2677, 2678]",622,"[{622: [11.033401045194243], 1214: [17.45371445173633], 2677: [18.852904360706855], 2678: [18.852904360706855]}]","[[151643.514, 6576923.779663], [151627.047, 6576935.407336]]"
48,48,129,1076.1582,251.4308,27.464293,623263476310212,623264141766397,59.30770213083618,18.027812452346947,1682337301.268361,1682337301.9338171,151584.24376409524,6576946.752032618,"[151584.24376409524, 6576946.752032618]","[7407, 7407, 7678, 7678, 13843, 13843]",7407,"[{7407: [2.58194775980671], 7678: [5.148633635767678], 13843: [7.88504008508812]}]","[[151579.500604, 6576947.071168], [151591.267397, 6576938.285833]]"
49,49,131,1067.701,254.33134,27.617682,623264507712804,623265871983450,59.30772818933656,18.02766399491524,1682337302.2997637,1682337303.6640344,151575.78617573003,6576949.65144046,"[151575.78617573003, 6576949.65144046]","[7407, 7407, 7678, 7678, 13843, 13843]",7678,"[{7407: [4.5226964680877515], 7678: [0.14566042634289803], 13843: [10.621636496245213]}]","[[151569.275447, 6576954.694268], [151579.128553, 6576947.337732]]"
50,50,135,1068.486,263.72534,28.01276,623266703679908,623267202697773,59.30781251376407,18.027677822550853,1682337304.4957306,1682337304.9947486,151576.5699181405,6576959.045545616,"[151576.5699181405, 6576959.045545616]","[7407, 7678, 7678, 13843, 13843]",13843,"[{7407: [12.327799434813551], 7678: [7.850701215346257], 13843: [2.625274858767596]}]","[[151574.473349, 6576963.887167], [151589.196784, 6576952.894341]]"
62,62,164,1105.4829,516.77277,27.97262,623323393063327,623325222795515,59.31008392998701,18.02832862385977,1682337361.185114,1682337363.0148463,151613.532942002,6577212.097930492,"[151613.532942002, 6577212.097930492]","[12627, 12627, 12627, 13056, 13056, 13057, 13057]",12627,"[{12627: [8.468455182672272], 13056: [13.029212927893788], 13057: [13.029212927893788]}]","[[151621.575033, 6577224.440175], [151621.497496, 6577224.339023], [151617.336916, 6577219.663941]]"
63,63,170,1119.4915,521.5091,27.66685,623326220831192,623327085466107,59.31012640936387,18.028574595850497,1682337364.012882,1682337364.877517,151627.54090803658,6577216.836135937,"[151627.54090803658, 6577216.836135937]","[12627, 12627, 12627, 13056, 13056, 13056, 13057, 13057, 13057]",12627,"[{12627: [9.509301051020929], 13056: [9.857069019933334], 13057: [9.857069019933334]}]","[[151621.575033, 6577224.440175], [151621.497496, 6577224.339023], [151617.336916, 6577219.663941]]"
64,64,169,1113.4246,526.7876,27.879118,623326220831192,623327418059208,59.3101738084807,18.02846810700729,1682337364.012882,1682337365.21011,151621.47330132563,6577222.113823771,"[151621.47330132563, 6577222.113823771]","[12627, 12627, 12627, 13056, 13056, 13056, 13057, 13057, 13057]",12627,"[{12627: [1.4679381659715491], 13056: [1.8156457878833367], 13057: [1.8156457878833367]}]","[[151621.575033, 6577224.440175], [151621.497496, 6577224.339023], [151617.336916, 6577219.663941]]"
65,65,168,1117.9248,530.33356,27.691734,623326054491921,623328250089980,59.31020562734385,18.02854713507534,1682337363.8465428,1682337366.0421407,151625.97302664485,6577225.660386264,"[151625.97302664485, 6577225.660386264]","[12627, 12627, 12627, 13056, 13056, 13056, 13056, 13057, 13057, 13057, 13057, 13058, 13059]",13056,"[{12627: [4.5641279156638745], 13056: [3.2556652388727967], 13057: [3.2556652388727967], 13058: [19.912707908245242], 13059: [19.912707908245242]}]","[[151635.219619, 6577243.269942], [151627.19817, 6577232.358338], [151621.224194, 6577224.564872], [151620.128939, 6577223.334176]]"
66,66,174,1131.4293,548.41046,27.208172,623329580964139,623330578999869,59.31036786089669,18.028784327577267,1682337367.373015,1682337368.3710506,151639.4751066986,6577243.739094338,"[151639.4751066986, 6577243.739094338]","[13056, 13056, 13057, 13057, 13058, 13059]",13058,"[{13056: [4.281270777456827], 13057: [4.281270777456827], 13058: [3.1408081739593583], 13059: [3.1408081739593583]}]","[[151678.53371, 6577301.765075], [151677.727599, 6577300.671423], [151635.23351, 6577243.288755]]"
67,67,176,1139.3766,552.58136,27.71049,623331743453059,623332741488736,59.31040528014015,18.02892388060417,1682337369.535504,1682337370.5335395,151647.4218483823,6577247.911058325,"[151647.4218483823, 6577247.911058325]","[13056, 13057, 13058, 13059, 13400]",13058,"[{13056: [13.055051231122823], 13057: [13.055051231122823], 13058: [7.04459344790798], 13059: [7.04459344790798], 13400: [13.938956529920702]}]","[[151678.53371, 6577301.765075], [151677.727599, 6577300.671423], [151635.23351, 6577243.288755]]"
